"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"Humboldt County, California","337","Furniture and Related Product Manufacturing","2022","7","7","9,704","3,614","802","70","1,534","324","36","65","2,080","478","34","N","N","N","N","N","4,573","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Humboldt County, California","339","Miscellaneous Manufacturing","2022","10","10","30,600","12,919","3,277","293","7,025","1,744","206","320","5,894","1,533","87","N","N","N","N","N","11,450","N","N","N","N","N","N","N","N","19,067","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Imperial County, California","31-33","Manufacturing","2022","59","64","892,915","151,760","32,394","2,641","117,368","24,391","2,248","4,848","34,392","8,003","393","N","N","N","N","N","556,007","N","N","N","N","N","N","N","N","327,820","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"Imperial County, California","311","Food Manufacturing","2022","13","14","402,469","66,901","12,212","1,293","59,274","10,735","1,189","2,419","7,627","1,477","104","N","N","N","N","N","297,784","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","Less than 10%"
"Imperial County, California","312","Beverage and Tobacco Product Manufacturing","2022","4","4","3,370","924","232","31","D","D","D","50","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","2,090","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80% to less than 90%","50% to less than 60%","90% to 100%"
"Imperial County, California","321","Wood Product Manufacturing","2022","4","4","1,990","370","86","13","D","D","D","16","D","D","D","N","N","N","N","N","1,138","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","Less than 10%","30% to less than 40%"
"Imperial County, California","323","Printing and Related Support Activities","2022","3","5","5,827","1,792","449","37","D","D","D","50","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90% to 100%","50% to less than 60%","40% to less than 50%"
"Imperial County, California","327","Nonmetallic Mineral Product Manufacturing","2022","6","8","D","D","D","597","D","D","514","1,390","D","D","83","N","N","N","N","N","173,145","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","Less than 10%"
"Imperial County, California","332","Fabricated Metal Product Manufacturing","2022","7","7","34,360","6,629","1,659","113","4,274","1,069","86","166","2,355","590","27","N","N","N","N","N","D","N","N","N","N","N","N","N","N","17,593","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","Less than 10%","80% to less than 90%"
"Imperial County, California","333","Machinery Manufacturing","2022","6","6","14,762","3,023","746","66","D","D","D","30","D","D","D","N","N","N","N","N","11,015","N","N","N","N","N","N","N","N","3,916","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","80% to less than 90%"
"Imperial County, California","337","Furniture and Related Product Manufacturing","2022","3","3","D","198","50","5","D","D","D","6","D","D","D","N","N","N","N","N","290","N","N","N","N","N","N","N","N","380","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","90% to 100%"
"Inyo County, California","31-33","Manufacturing","2022","14","14","115,166","14,512","3,247","209","7,195","1,733","133","246","7,317","1,514","76","N","N","N","N","N","40,734","N","N","N","N","N","N","N","N","74,352","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Inyo County, California","312","Beverage and Tobacco Product Manufacturing","2022","3","3","D","D","D","100 to 249 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Kern County, California","31-33","Manufacturing","2022","396","416","9,831,657","863,716","216,871","13,245","563,778","145,775","10,025","19,857","299,938","71,096","3,220","N","N","N","N","N","5,862,880","N","N","N","N","N","N","N","N","3,957,998","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","30% to less than 40%","30% to less than 40%"
"Kern County, California","311","Food Manufacturing","2022","50","54","4,539,589","321,191","80,587","5,864","250,225","61,134","4,854","9,878","70,966","19,453","1,010","N","N","N","N","N","2,625,013","N","N","N","N","N","N","N","N","1,858,635","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","50% to less than 60%","40% to less than 50%"
"Kern County, California","312","Beverage and Tobacco Product Manufacturing","2022","21","21","79,385","16,653","4,061","313","6,661","1,656","181","310","9,992","2,405","132","N","N","N","N","N","42,169","N","N","N","N","N","N","N","N","35,783","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","40% to less than 50%","50% to less than 60%"
"Kern County, California","314","Textile Product Mills","2022","7","7","D","D","D","20 to 99 employees","1,079","D","D","63","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Kern County, California","321","Wood Product Manufacturing","2022","17","17","79,005","20,078","4,645","365","13,931","3,178","275","575","6,147","1,467","90","N","N","N","N","N","35,373","N","N","N","N","N","N","N","N","44,143","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","10% to less than 20%"
"Kern County, California","322","Paper Manufacturing","2022","4","4","D","2,753","633","48","D","D","43","D","D","D","5","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","10% to less than 20%"
"Kern County, California","323","Printing and Related Support Activities","2022","30","30","21,121","5,764","1,420","132","3,312","819","78","130","2,452","601","54","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","50% to less than 60%","Less than 10%","50% to less than 60%"
"Kern County, California","324","Petroleum and Coal Products Manufacturing","2022","10","12","2,782,884","57,382","13,759","598","39,394","9,342","419","775","17,988","4,417","179","N","N","N","N","N","2,021,812","N","N","N","N","N","N","N","N","789,592","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","20% to less than 30%","20% to less than 30%"
"Kern County, California","325","Chemical Manufacturing","2022","24","25","451,629","72,982","16,587","1,042","47,520","11,102","777","1,580","25,462","5,485","265","N","N","N","N","N","214,511","N","N","N","N","N","N","N","N","257,194","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","10% to less than 20%","30% to less than 40%"
"Kern County, California","326","Plastics and Rubber Products Manufacturing","2022","12","12","189,304","28,191","13,179","578","19,929","8,553","455","924","8,262","4,626","123","N","N","N","N","N","181,782","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Kern County, California","327","Nonmetallic Mineral Product Manufacturing","2022","22","34","651,493","73,583","17,332","957","56,395","14,308","764","1,423","17,188","3,024","193","N","N","N","N","N","277,814","N","N","N","N","N","N","N","N","344,231","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","60% to less than 70%","30% to less than 40%"
"Kern County, California","331","Primary Metal Manufacturing","2022","3","3","31,803","3,529","984","71","2,614","D","56","120","915","D","15","N","N","N","N","N","17,871","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","50% to less than 60%","70% to less than 80%"
"Kern County, California","332","Fabricated Metal Product Manufacturing","2022","75","75","280,548","62,080","14,656","1,092","46,362","10,692","900","1,749","15,718","3,964","192","N","N","N","N","N","113,624","N","N","N","N","N","N","N","N","165,479","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","20% to less than 30%"
"Kern County, California","333","Machinery Manufacturing","2022","28","28","68,091","17,367","4,213","296","10,247","2,432","207","371","7,120","1,781","89","N","N","N","N","N","33,153","N","N","N","N","N","N","N","N","36,442","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","10% to less than 20%","30% to less than 40%"
"Kern County, California","334","Computer and Electronic Product Manufacturing","2022","8","8","14,086","5,985","1,411","61","643","145","15","25","5,342","1,266","46","N","N","N","N","N","D","N","N","N","N","N","N","N","N","7,451","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","50% to less than 60%"
"Kern County, California","335","Electrical Equipment, Appliance, and Component Manufacturing","2022","D","D","35,359","7,425","1,764","108","2,917","586","72","145","4,508","1,178","36","N","N","N","N","N","D","N","N","N","N","N","N","N","N","27,144","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70% to less than 80%","20% to less than 30%","20% to less than 30%"
"Kern County, California","336","Transportation Equipment Manufacturing","2022","29","29","489,626","139,917","34,688","1,122","43,504","16,457","487","1,061","96,413","18,231","635","N","N","N","N","N","D","N","N","N","N","N","N","N","N","264,483","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90% to 100%","10% to less than 20%","10% to less than 20%"
"Kern County, California","3362","Motor Vehicle Body and Trailer Manufacturing","2022","9","9","D","11,117","2,497","204","D","1,702","156","322","D","795","48","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","10% to less than 20%"
"Kern County, California","3363","Motor Vehicle Parts Manufacturing","2022","11","11","D","D","D","20 to 99 employees","D","D","D","145","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Kern County, California","3364","Aerospace Product and Parts Manufacturing","2022","5","5","D","D","D","500 to 999 employees","D","D","248","575","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Kern County, California","337","Furniture and Related Product Manufacturing","2022","23","23","23,774","6,313","1,496","168","4,805","1,153","138","228","1,508","343","30","N","N","N","N","N","D","N","N","N","N","N","N","N","N","15,375","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","10% to less than 20%"
"Kern County, California","339","Miscellaneous Manufacturing","2022","29","29","67,307","20,642","4,992","380","11,700","2,630","267","406","8,942","2,362","113","N","N","N","N","N","9,422","N","N","N","N","N","N","N","N","60,988","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Kings County, California","31-33","Manufacturing","2022","55","59","4,202,084","259,632","60,559","4,040","205,845","48,245","3,451","7,067","53,787","12,314","589","N","N","N","N","N","3,066,238","N","N","N","N","N","N","N","N","1,164,253","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","30% to less than 40%","30% to less than 40%"
"Kings County, California","311","Food Manufacturing","2022","16","18","3,927,121","225,116","52,875","3,439","181,518","42,927","2,982","6,135","43,598","9,948","457","N","N","N","N","N","2,906,556","N","N","N","N","N","N","N","N","1,035,566","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","30% to less than 40%","30% to less than 40%"
"Kings County, California","312","Beverage and Tobacco Product Manufacturing","2022","3","3","D","830","208","17","D","D","D","16","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","1,577","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","40% to less than 50%"
"Kings County, California","323","Printing and Related Support Activities","2022","5","5","1,671","505","D","12","273","69","7","11","232","D","5","N","N","N","N","N","D","N","N","N","N","N","N","N","N","1,082","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","90% to 100%"
"Kings County, California","327","Nonmetallic Mineral Product Manufacturing","2022","4","5","45,824","9,835","1,847","188","7,522","1,369","159","325","2,313","478","29","N","N","N","N","N","D","N","N","N","N","N","N","N","N","28,091","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","30% to less than 40%","40% to less than 50%"
"Kings County, California","332","Fabricated Metal Product Manufacturing","2022","9","9","13,924","3,838","957","85","3,162","811","71","116","676","146","14","N","N","N","N","N","D","N","N","N","N","N","N","N","N","7,936","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","Less than 10%"
"Kings County, California","337","Furniture and Related Product Manufacturing","2022","3","3","D","D","D","40","D","205","23","43","D","D","17","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","Less than 10%"
"Kings County, California","339","Miscellaneous Manufacturing","2022","3","3","2,107","668","168","12","353","90","8","14","315","78","4","N","N","N","N","N","871","N","N","N","N","N","N","N","N","1,236","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90% to 100%","Less than 10%","60% to less than 70%"
"Lake County, California","31-33","Manufacturing","2022","37","38","138,738","24,768","6,557","433","12,404","2,909","256","473","12,364","3,648","177","N","N","N","N","N","63,313","N","N","N","N","N","N","N","N","77,151","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Lake County, California","311","Food Manufacturing","2022","4","4","2,080","D","D","0 to 19 employees","219","D","D","D","D","D","D","N","N","N","N","N","1,094","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90% to 100%","D","D"
"Lake County, California","312","Beverage and Tobacco Product Manufacturing","2022","12","13","76,552","13,576","3,875","228","6,420","1,469","135","241","7,156","2,406","93","N","N","N","N","N","31,102","N","N","N","N","N","N","N","N","47,394","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Lake County, California","321","Wood Product Manufacturing","2022","3","3","D","532","133","7","D","D","D","D","D","D","D","N","N","N","N","N","1,218","N","N","N","N","N","N","N","N","1,533","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","90% to 100%"
"Lake County, California","325","Chemical Manufacturing","2022","3","3","D","D","D","97","2,847","735","46","89","D","D","51","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","Less than 10%"
"Lake County, California","337","Furniture and Related Product Manufacturing","2022","5","5","1,673","485","123","14","308","79","9","15","177","44","5","N","N","N","N","N","676","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90% to 100%","Less than 10%","70% to less than 80%"
"Lake County, California","339","Miscellaneous Manufacturing","2022","3","3","D","D","D","16","D","D","D","9","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","20% to less than 30%"
"Lassen County, California","31-33","Manufacturing","2022","3","3","11,864","D","D","20 to 99 employees","1,521","325","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","D","D"
"Los Angeles County, California","31-33","Manufacturing","2022","10,133","10,543","183,321,290","20,662,697","5,141,403","297,759","10,881,590","2,680,241","198,330","387,118","9,781,107","2,461,162","99,429","N","N","N","N","N","104,031,641","N","N","N","N","N","N","N","N","80,724,744","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","20% to less than 30%","40% to less than 50%"
"Los Angeles County, California","311","Food Manufacturing","2022","1,109","1,183","19,244,208","2,279,280","561,757","43,176","1,427,693","352,068","31,708","61,142","851,587","209,689","11,468","N","N","N","N","N","11,762,277","N","N","N","N","N","N","N","N","7,567,658","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"Los Angeles County, California","312","Beverage and Tobacco Product Manufacturing","2022","184","190","3,403,436","366,538","90,998","6,029","214,921","53,273","4,156","7,766","151,617","37,725","1,873","N","N","N","N","N","1,810,636","N","N","N","N","N","N","N","N","1,613,846","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80% to less than 90%","60% to less than 70%","60% to less than 70%"
"Los Angeles County, California","313","Textile Mills","2022","125","127","701,473","148,282","36,712","3,005","95,731","23,551","2,359","4,662","52,551","13,161","646","N","N","N","N","N","352,223","N","N","N","N","N","N","N","N","354,145","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60% to less than 70%","20% to less than 30%","60% to less than 70%"
"Los Angeles County, California","314","Textile Product Mills","2022","186","188","829,366","161,762","41,037","3,398","83,761","19,802","2,446","4,334","78,001","21,235","952","N","N","N","N","N","397,263","N","N","N","N","N","N","N","N","435,501","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","10% to less than 20%","40% to less than 50%"
"Los Angeles County, California","315","Apparel Manufacturing","2022","1,447","1,452","3,434,679","762,938","188,623","18,116","527,412","129,460","14,562","25,884","235,526","59,163","3,554","N","N","N","N","N","1,559,686","N","N","N","N","N","N","N","N","1,926,072","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","10% to less than 20%","40% to less than 50%"
"Los Angeles County, California","316","Leather and Allied Product Manufacturing","2022","51","52","273,973","65,804","15,891","1,406","44,011","10,828","1,143","2,225","21,793","5,063","263","N","N","N","N","N","141,037","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","20% to less than 30%"
"Los Angeles County, California","321","Wood Product Manufacturing","2022","237","242","1,032,741","205,924","47,868","4,117","140,549","33,379","3,259","6,374","65,375","14,489","858","N","N","N","N","N","589,005","N","N","N","N","N","N","N","N","458,550","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","10% to less than 20%","40% to less than 50%"
